event_id,account_id,user_id,session_id,feature_name,event_ts
evt_000112,acc_001,usr_acc_001_11,sess_acc_001_0_11_4728,reports,2026-07-05 08:54:00
evt_000113,acc_001,usr_acc_001_11,sess_acc_001_0_11_4652,analytics,2026-07-05 08:54:00
evt_000114,acc_001,usr_acc_001_11,sess_acc_001_0_11_1387,export,2026-07-05 08:54:00
evt_000115,acc_001,usr_acc_001_11,sess_acc_001_0_11_5573,integrations,2026-07-04 11:25:00
evt_000116,acc_001,usr_acc_001_11,sess_acc_001_0_11_6753,users_mgmt,2026-07-04 11:25:00
evt_000117,acc_001,usr_acc_001_11,sess_acc_001_0_11_9346,dashboard,2026-07-04 11:25:00
evt_000118,acc_001,usr_acc_001_11,sess_acc_001_0_11_3925,dashboard,2026-07-02 18:53:00
evt_000119,acc_001,usr_acc_001_11,sess_acc_001_0_11_5349,analytics,2026-07-02 18:53:00
evt_000120,acc_001,usr_acc_001_11,sess_acc_001_0_11_1626,export,2026-07-02 18:53:00
evt_000121,acc_001,usr_acc_001_11,sess_acc_001_0_11_9379,alerts,2026-06-29 17:27:00
evt_000122,acc_001,usr_acc_001_11,sess_acc_001_0_11_2894,api,2026-06-29 17:27:00
evt_000123,acc_001,usr_acc_001_11,sess_acc_001_0_11_7311,integrations,2026-06-29 17:27:00
evt_000124,acc_001,usr_acc_001_11,sess_acc_001_0_11_1027,users_mgmt,2026-07-03 11:16:00
evt_000125,acc_001,usr_acc_001_12,sess_acc_001_0_12_2146,alerts,2026-07-05 16:43:00
evt_000126,acc_001,usr_acc_001_12,sess_acc_001_0_12_6409,api,2026-07-05 16:43:00
evt_000127,acc_001,usr_acc_001_12,sess_acc_001_0_12_9308,integrations,2026-07-03 13:42:00
evt_000128,acc_001,usr_acc_001_12,sess_acc_001_0_12_3085,users_mgmt,2026-07-01 18:26:00
evt_000129,acc_001,usr_acc_001_12,sess_acc_001_0_12_4143,alerts,2026-07-01 18:26:00
evt_000130,acc_001,usr_acc_001_12,sess_acc_001_0_12_7888,export,2026-07-01 18:26:00
evt_000131,acc_001,usr_acc_001_12,sess_acc_001_0_12_9977,integrations,2026-07-04 14:43:00
evt_000132,acc_001,usr_acc_001_12,sess_acc_001_0_12_1006,api,2026-07-04 14:43:00
evt_000133,acc_001,usr_acc_001_12,sess_acc_001_0_12_4501,alerts,2026-07-01 12:13:00
evt_000134,acc_001,usr_acc_001_12,sess_acc_001_0_12_9375,api,2026-07-01 12:13:00
evt_000135,acc_001,usr_acc_001_12,sess_acc_001_0_12_8752,users_mgmt,2026-07-01 12:13:00
evt_000136,acc_001,usr_acc_001_12,sess_acc_001_0_12_3780,analytics,2026-07-01 12:13:00
evt_000137,acc_001,usr_acc_001_12,sess_acc_001_0_12_6085,reports,2026-07-04 09:18:00
evt_000138,acc_001,usr_acc_001_12,sess_acc_001_0_12_4680,users_mgmt,2026-07-04 09:18:00
evt_000139,acc_001,usr_acc_001_12,sess_acc_001_0_12_4262,analytics,2026-07-04 09:18:00
evt_000140,acc_001,usr_acc_001_13,sess_acc_001_0_13_4185,reports,2026-06-29 08:15:00
evt_000141,acc_001,usr_acc_001_13,sess_acc_001_0_13_7291,api,2026-06-29 08:15:00
evt_000142,acc_001,usr_acc_001_13,sess_acc_001_0_13_9099,users_mgmt,2026-06-29 08:15:00
evt_000143,acc_001,usr_acc_001_13,sess_acc_001_0_13_7547,integrations,2026-06-29 08:15:00
evt_000144,acc_001,usr_acc_001_13,sess_acc_001_0_13_7965,reports,2026-06-30 10:41:00
evt_000145,acc_001,usr_acc_001_13,sess_acc_001_0_13_8478,dashboard,2026-06-30 10:51:00
evt_000146,acc_001,usr_acc_001_13,sess_acc_001_0_13_3184,integrations,2026-06-30 10:51:00
evt_000147,acc_001,usr_acc_001_13,sess_acc_001_0_13_8612,reports,2026-06-30 10:51:00
evt_000148,acc_001,usr_acc_001_13,sess_acc_001_0_13_9702,analytics,2026-06-30 10:51:00
evt_000149,acc_001,usr_acc_001_14,sess_acc_001_0_14_3607,users_mgmt,2026-07-03 13:48:00
evt_000150,acc_001,usr_acc_001_14,sess_acc_001_0_14_8777,analytics,2026-07-03 13:48:00
evt_000151,acc_001,usr_acc_001_14,sess_acc_001_0_14_8373,integrations,2026-07-03 13:48:00
evt_000152,acc_001,usr_acc_001_14,sess_acc_001_0_14_5246,api,2026-07-03 13:48:00
evt_000153,acc_001,usr_acc_001_14,sess_acc_001_0_14_5499,analytics,2026-07-05 11:53:00
evt_000154,acc_001,usr_acc_001_14,sess_acc_001_0_14_8206,alerts,2026-07-05 11:53:00
evt_000155,acc_001,usr_acc_001_14,sess_acc_001_0_14_2269,reports,2026-07-05 11:53:00
evt_000156,acc_001,usr_acc_001_14,sess_acc_001_0_14_2320,alerts,2026-07-04 12:15:00
evt_000157,acc_001,usr_acc_001_14,sess_acc_001_0_14_3267,export,2026-07-04 12:15:00
evt_000158,acc_001,usr_acc_001_14,sess_acc_001_0_14_3471,integrations,2026-07-04 12:15:00
evt_000159,acc_001,usr_acc_001_14,sess_acc_001_0_14_7797,api,2026-06-30 14:44:00
evt_000160,acc_001,usr_acc_001_14,sess_acc_001_0_14_7678,dashboard,2026-06-30 14:44:00
evt_000161,acc_001,usr_acc_001_14,sess_acc_001_0_14_1320,dashboard,2026-07-01 16:29:00
evt_000162,acc_001,usr_acc_001_14,sess_acc_001_0_14_7232,reports,2026-07-01 16:29:00
evt_000163,acc_001,usr_acc_001_14,sess_acc_001_0_14_8814,api,2026-07-01 16:29:00
evt_000164,acc_001,usr_acc_001_14,sess_acc_001_0_14_1096,alerts,2026-07-01 16:29:00
evt_000165,acc_001,usr_acc_001_14,sess_acc_001_0_14_4613,users_mgmt,2026-07-01 12:48:00
evt_000166,acc_001,usr_acc_001_14,sess_acc_001_0_14_8999,integrations,2026-07-01 12:48:00
evt_000167,acc_001,usr_acc_001_14,sess_acc_001_0_14_4595,alerts,2026-07-01 12:48:00
evt_000168,acc_001,usr_acc_001_14,sess_acc_001_0_14_5471,analytics,2026-07-01 12:48:00
evt_000169,acc_001,usr_acc_001_15,sess_acc_001_0_15_8657,users_mgmt,2026-07-02 08:24:00
evt_000170,acc_001,usr_acc_001_15,sess_acc_001_0_15_3091,alerts,2026-07-02 08:24:00
evt_000171,acc_001,usr_acc_001_15,sess_acc_001_0_15_9751,reports,2026-07-02 08:24:00
evt_000172,acc_001,usr_acc_001_15,sess_acc_001_0_15_8022,reports,2026-06-29 14:37:00
evt_000173,acc_001,usr_acc_001_15,sess_acc_001_0_15_7211,integrations,2026-06-30 15:11:00
evt_000174,acc_001,usr_acc_001_15,sess_acc_001_0_15_5558,alerts,2026-07-01 11:29:00
evt_000175,acc_001,usr_acc_001_15,sess_acc_001_0_15_7906,users_mgmt,2026-07-01 11:29:00
evt_000176,acc_001,usr_acc_001_15,sess_acc_001_0_15_5133,api,2026-07-01 11:29:00
evt_000177,acc_001,usr_acc_001_15,sess_acc_001_0_15_6733,dashboard,2026-07-05 09:30:00
evt_000178,acc_001,usr_acc_001_16,sess_acc_001_0_16_5051,dashboard,2026-07-04 09:49:00
evt_000179,acc_001,usr_acc_001_16,sess_acc_001_0_16_8758,api,2026-06-30 08:39:00
evt_000180,acc_001,usr_acc_001_16,sess_acc_001_0_16_2874,reports,2026-06-30 08:39:00
evt_000181,acc_001,usr_acc_001_16,sess_acc_001_0_16_2876,alerts,2026-07-03 11:29:00
evt_000182,acc_001,usr_acc_001_16,sess_acc_001_0_16_3683,reports,2026-07-03 11:29:00
evt_000183,acc_001,usr_acc_001_16,sess_acc_001_0_16_6096,integrations,2026-07-03 11:29:00
evt_000184,acc_001,usr_acc_001_17,sess_acc_001_0_17_4249,users_mgmt,2026-07-03 08:59:00
evt_000185,acc_001,usr_acc_001_17,sess_acc_001_0_17_2245,api,2026-07-03 08:59:00
evt_000186,acc_001,usr_acc_001_17,sess_acc_001_0_17_4978,alerts,2026-07-03 08:59:00
evt_000187,acc_001,usr_acc_001_17,sess_acc_001_0_17_6688,dashboard,2026-06-29 12:54:00
evt_000188,acc_001,usr_acc_001_18,sess_acc_001_0_18_1207,alerts,2026-07-02 18:23:00
evt_000189,acc_001,usr_acc_001_18,sess_acc_001_0_18_3506,reports,2026-07-05 14:52:00
evt_000190,acc_001,usr_acc_001_18,sess_acc_001_0_18_8135,api,2026-07-05 14:52:00
evt_000191,acc_001,usr_acc_001_18,sess_acc_001_0_18_3885,export,2026-07-05 14:52:00
evt_000192,acc_001,usr_acc_001_18,sess_acc_001_0_18_9548,users_mgmt,2026-07-05 14:52:00
evt_000193,acc_001,usr_acc_001_18,sess_acc_001_0_18_5397,analytics,2026-07-04 12:39:00
evt_000194,acc_001,usr_acc_001_18,sess_acc_001_0_18_6280,api,2026-07-04 12:39:00
evt_000195,acc_001,usr_acc_001_18,sess_acc_001_0_18_5022,alerts,2026-07-04 12:39:00
evt_000196,acc_001,usr_acc_001_18,sess_acc_001_0_18_2419,integrations,2026-07-04 12:39:00
evt_000197,acc_001,usr_acc_001_18,sess_acc_001_0_18_6325,users_mgmt,2026-07-01 15:15:00
evt_000198,acc_001,usr_acc_001_18,sess_acc_001_0_18_3979,export,2026-07-01 15:15:00
evt_000199,acc_001,usr_acc_001_18,sess_acc_001_0_18_8988,dashboard,2026-07-01 15:15:00
evt_000200,acc_001,usr_acc_001_18,sess_acc_001_0_18_4475,api,2026-07-01 15:15:00
evt_000201,acc_001,usr_acc_001_18,sess_acc_001_0_18_9464,integrations,2026-07-01 12:21:00
evt_000202,acc_001,usr_acc_001_18,sess_acc_001_0_18_4130,analytics,2026-07-01 12:21:00
evt_000203,acc_001,usr_acc_001_18,sess_acc_001_0_18_2402,dashboard,2026-07-01 12:21:00
evt_000204,acc_001,usr_acc_001_18,sess_acc_001_0_18_9041,analytics,2026-06-30 14:31:00
evt_000205,acc_001,usr_acc_001_18,sess_acc_001_0_18_8342,alerts,2026-06-30 14:31:00
evt_000206,acc_001,usr_acc_001_19,sess_acc_001_0_19_4986,users_mgmt,2026-06-29 09:18:00
evt_000207,acc_001,usr_acc_001_19,sess_acc_001_0_19_6016,alerts,2026-06-29 09:18:00
evt_000208,acc_001,usr_acc_001_19,sess_acc_001_0_19_6419,alerts,2026-07-04 17:23:00
evt_000209,acc_001,usr_acc_001_19,sess_acc_001_0_19_6764,api,2026-07-04 17:23:00
evt_000210,acc_001,usr_acc_001_19,sess_acc_001_0_19_8434,analytics,2026-07-04 17:23:00
evt_000211,acc_001,usr_acc_001_19,sess_acc_001_0_19_5438,integrations,2026-07-04 17:23:00
evt_000212,acc_001,usr_acc_001_19,sess_acc_001_0_19_6169,api,2026-07-01 12:14:00
evt_000213,acc_001,usr_acc_001_19,sess_acc_001_0_19_8933,api,2026-06-29 16:48:00
evt_000214,acc_001,usr_acc_001_19,sess_acc_001_0_19_5530,reports,2026-06-29 16:48:00
evt_000215,acc_001,usr_acc_001_19,sess_acc_001_0_19_5853,reports,2026-07-04 17:48:00
evt_000216,acc_001,usr_acc_001_19,sess_acc_001_0_19_4727,users_mgmt,2026-07-04 17:48:00
evt_000217,acc_001,usr_acc_001_19,sess_acc_001_0_19_6912,analytics,2026-07-04 17:48:00
evt_000218,acc_001,usr_acc_001_19,sess_acc_001_0_19_1893,integrations,2026-06-30 12:00:00
evt_000219,acc_001,usr_acc_001_19,sess_acc_001_0_19_5786,dashboard,2026-06-30 12:00:00
evt_000220,acc_001,usr_acc_001_19,sess_acc_001_0_19_5658,reports,2026-07-04 10:40:00
evt_000221,acc_001,usr_acc_001_19,sess_acc_001_0_19_8690,users_mgmt,2026-07-04 10:40:00
evt_000222,acc_001,usr_acc_001_19,sess_acc_001_0_19_8843,dashboard,2026-07-04 10:40:00
evt_000223,acc_001,usr_acc_001_19,sess_acc_001_0_19_8216,integrations,2026-07-04 10:40:00
evt_000224,acc_001,usr_acc_001_19,sess_acc_001_0_19_7565,analytics,2026-07-01 10:03:00
evt_000225,acc_001,usr_acc_001_19,sess_acc_001_0_19_9056,dashboard,2026-07-01 10:03:00
evt_000226,acc_001,usr_acc_001_19,sess_acc_001_0_19_2213,users_mgmt,2026-07-01 10:03:00
evt_000227,acc_001,usr_acc_001_20,sess_acc_001_0_20_5978,export,2026-07-04 18:03:00
evt_000228,acc_001,usr_acc_001_20,sess_acc_001_0_20_2395,users_mgmt,2026-07-04 18:03:00
evt_000229,acc_001,usr_acc_001_20,sess_acc_001_0_20_8381,api,2026-06-30 09:35:00
evt_000230,acc_001,usr_acc_001_20,sess_acc_001_0_20_8253,users_mgmt,2026-06-30 09:35:00
evt_000231,acc_001,usr_acc_001_20,sess_acc_001_0_20_5871,integrations,2026-06-30 09:35:00
evt_000232,acc_001,usr_acc_001_20,sess_acc_001_0_20_8025,analytics,2026-06-30 09:35:00
evt_000233,acc_001,usr_acc_001_20,sess_acc_001_0_20_4404,reports,2026-07-01 17:39:00
evt_000234,acc_001,usr_acc_001_20,sess_acc_001_0_20_4929,export,2026-07-04 11:16:00
evt_000235,acc_001,usr_acc_001_20,sess_acc_001_0_20_8381,dashboard,2026-06-30 16:04:00
evt_000236,acc_001,usr_acc_001_20,sess_acc_001_0_20_8699,api,2026-06-30 16:04:00
evt_000237,acc_001,usr_acc_001_20,sess_acc_001_0_20_2166,integrations,2026-07-01 08:14:00
evt_000238,acc_001,usr_acc_001_20,sess_acc_001_0_20_4824,alerts,2026-07-01 08:14:00
evt_000239,acc_001,usr_acc_001_20,sess_acc_001_0_20_5334,api,2026-07-01 08:14:00
evt_000240,acc_001,usr_acc_001_21,sess_acc_001_0_21_9922,users_mgmt,2026-07-05 18:37:00
evt_000241,acc_001,usr_acc_001_21,sess_acc_001_0_21_4683,dashboard,2026-07-05 18:37:00
evt_000242,acc_001,usr_acc_001_21,sess_acc_001_0_21_3718,export,2026-07-04 10:58:00
evt_000243,acc_001,usr_acc_001_21,sess_acc_001_0_21_6039,dashboard,2026-07-04 10:58:00
evt_000244,acc_001,usr_acc_001_21,sess_acc_001_0_21_5728,users_mgmt,2026-07-04 10:58:00
evt_000245,acc_001,usr_acc_001_21,sess_acc_001_0_21_9847,users_mgmt,2026-07-02 09:29:00
evt_000246,acc_001,usr_acc_001_21,sess_acc_001_0_21_9090,export,2026-07-02 09:29:00
evt_000247,acc_001,usr_acc_001_21,sess_acc_001_0_21_8172,integrations,2026-07-02 09:29:00
evt_000248,acc_001,usr_acc_001_21,sess_acc_001_0_21_2496,alerts,2026-06-29 17:02:00
evt_000249,acc_001,usr_acc_001_21,sess_acc_001_0_21_4750,integrations,2026-06-29 17:02:00
evt_000250,acc_001,usr_acc_001_21,sess_acc_001_0_21_1339,export,2026-06-29 17:02:00
evt_000251,acc_001,usr_acc_001_21,sess_acc_001_0_21_5415,dashboard,2026-06-29 17:02:00
evt_000252,acc_001,usr_acc_001_21,sess_acc_001_0_21_8245,analytics,2026-07-03 08:48:00
evt_000253,acc_001,usr_acc_001_21,sess_acc_001_0_21_5557,integrations,2026-07-03 08:48:00
evt_000254,acc_001,usr_acc_001_21,sess_acc_001_0_21_6460,reports,2026-06-30 17:27:00
evt_000255,acc_001,usr_acc_001_21,sess_acc_001_0_21_6260,api,2026-06-30 17:27:00
evt_000256,acc_001,usr_acc_001_21,sess_acc_001_0_21_2713,export,2026-06-30 17:27:00
evt_000257,acc_001,usr_acc_001_21,sess_acc_001_0_21_3634,users_mgmt,2026-06-30 17:27:00
evt_000258,acc_001,usr_acc_001_21,sess_acc_001_0_21_1601,integrations,2026-07-01 14:44:00
evt_000259,acc_001,usr_acc_001_21,sess_acc_001_0_21_8451,alerts,2026-07-01 14:44:00
evt_000260,acc_001,usr_acc_001_21,sess_acc_001_0_21_2442,api,2026-07-01 14:44:00
evt_000261,acc_001,usr_acc_001_21,sess_acc_001_0_21_6153,analytics,2026-07-01 14:44:00
evt_000262,acc_001,usr_acc_001_21,sess_acc_001_0_21_7770,dashboard,2026-07-01 13:07:00
evt_000263,acc_001,usr_acc_001_21,sess_acc_001_0_21_1888,alerts,2026-07-01 13:07:00
